name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,ingredient_count,total_time,difficulty,time_category,ingredient_list,search_text
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,sweet,dessert,maharashtra,west,3,30,2.5,medium,"['whole wheat flour', 'gur', 'clarified butter']","sukhdi whole wheat flour, gur, clarified butter maharashtra sweet"
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,maharashtra,west,5,70,5.2,slow,"['rice flakes', 'yogurt', 'raw rice', 'jaggery', 'grated coconut']","surnoli rice flakes, yogurt, raw rice, jaggery, grated coconut maharashtra spicy"
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,maharashtra,west,5,55,4.4,medium,"['whole wheat flour', 'rice flour', 'pearl millet flour', 'sorghum flour', 'sesame seeds']","thalipeeth whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds maharashtra spicy"
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,gujarat,west,5,85,5.9,slow,"['sweet potato', 'surti papdi', 'baby potatoes', 'valor papdi', 'green peas']","undhiyu sweet potato, surti papdi, baby potatoes, valor papdi, green peas gujarat spicy"
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,maharashtra,west,5,50,4.2,medium,"['gobi', 'potato', 'beans', 'khus khus', 'coconut']","veg kolhapuri gobi, potato, beans, khus khus, coconut maharashtra spicy"
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,goa,west,6,50,4.5,medium,"['chicken', 'coconut oil', 'wine vinegar', 'ginger', 'green', 'cinnamon']","vindaloo chicken, coconut oil, wine vinegar, ginger, green, cinnamon goa spicy"
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,gujarat,west,5,36,3.5,medium,"['green garlic chutney', 'fresh green peas', 'ginger', 'lemon juice', 'plain flour']","lilva kachori green garlic chutney, fresh green peas, ginger, lemon juice, plain flour gujarat spicy"
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,10,30,spicy,snack,gujarat,west,5,40,3.7,medium,"['moong beans', 'jaggery', 'red chillies', 'oil', 'salt']","mag dhokli moong beans, jaggery, red chillies, oil, salt gujarat spicy"
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,5,10,spicy,snack,gujarat,west,4,15,2.1,quick,"['rice flour', 'sesame seeds', 'baking soda', 'peanut oil']","khichu rice flour, sesame seeds, baking soda, peanut oil gujarat spicy"
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,gujarat,west,4,45,3.6,medium,"['chickpea flour', 'methi leaves', 'jowar flour', 'wheat flour']","thepla chickpea flour, methi leaves, jowar flour, wheat flour gujarat spicy"
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,10,30,balanced,snack,gujarat,west,5,40,3.7,medium,"['semolina', 'clarified butter', 'oil', 'white flour', 'black pepper']","farsi puri semolina, clarified butter, oil, white flour, black pepper gujarat balanced"
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,gujarat,west,5,30,3.2,medium,"['yogurt', 'fresh coconut', 'sesame seeds', 'semolina', 'gram flour']","khaman yogurt, fresh coconut, sesame seeds, semolina, gram flour gujarat spicy"
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,gujarat,west,5,75,5.4,slow,"['ridge gourd', 'baking soda', 'sugar', 'grated coconut', 'peas']","turiya patra vatana sabji ridge gourd, baking soda, sugar, grated coconut, peas gujarat spicy"
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,rajasthan,west,5,52,4.3,medium,"['whole wheat flour', 'khus khus', 'sesame seeds', 'dry coconut', 'gur']","churma ladoo whole wheat flour, khus khus, sesame seeds, dry coconut, gur rajasthan sweet"
Cheera Doi,"Rice, mango, curd",vegetarian,10,30,sweet,dessert,west bengal,east,3,40,3,medium,"['rice', 'mango', 'curd']","cheera doi rice, mango, curd west bengal sweet"
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,assam,north east,4,40,3.3,medium,"['sticky rice', 'rice flour', 'jaggery', 'orange rind']","gheela pitha sticky rice, rice flour, jaggery, orange rind assam sweet"
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,10,20,balanced,main course,assam,north east,5,30,3.2,medium,"['raw papaya', 'panch phoran masala', 'nigella seeds', 'mustard oil', 'fennel seeds']","khar raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds assam balanced"
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,10,30,spicy,main course,assam,north east,4,40,3.3,medium,"['rice', 'eggs', 'carrot', 'beetroot']","kumol sawul rice, eggs, carrot, beetroot assam spicy"
Luchi,"Maida, vegetable oil",vegetarian,20,30,balanced,main course,west bengal,east,2,50,3.2,medium,"['maida', 'vegetable oil']","luchi maida, vegetable oil west bengal balanced"
Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,5,20,spicy,main course,assam,north east,4,25,2.6,quick,"['potatoes', 'mustard oil', 'fish', 'green chillies']","alu pitika potatoes, mustard oil, fish, green chillies assam spicy"
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,spicy,main course,assam,north east,5,40,3.7,medium,"['ridge gourd', 'fish', 'lemon', 'tomatoes', 'mustard oil']","masor tenga ridge gourd, fish, lemon, tomatoes, mustard oil assam spicy"
Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,10,30,balanced,main course,assam,north east,5,40,3.7,medium,"['brinjal', 'onions', 'salt', 'sesame seeds', 'coriander']","bengena pitika brinjal, onions, salt, sesame seeds, coriander assam balanced"
Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,10,20,balanced,main course,assam,north east,5,30,3.2,medium,"['potatoes', 'garam masala', 'tomatoes', 'mustard oil', 'bay leaf']","bilahi maas potatoes, garam masala, tomatoes, mustard oil, bay leaf assam balanced"
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,10,30,balanced,main course,manipur,north east,5,40,3.7,medium,"['forbidden black rice', 'chicken', 'olive oil', 'slivered almonds', 'garlic powder']","black rice forbidden black rice, chicken, olive oil, slivered almonds, garlic powder manipur balanced"
Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",vegetarian,10,30,spicy,main course,assam,north east,5,40,3.7,medium,"['biryani masala', 'mixed vegetables', 'yellow moong daal', 'whole red', 'mustard seeds']","bora sawul biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds assam spicy"
Brown Rice,"Brown rice, soy sauce, olive oil",vegetarian,15,25,balanced,main course,pan-india,multi-regional,3,40,3,medium,"['brown rice', 'soy sauce', 'olive oil']","brown rice brown rice, soy sauce, olive oil pan-india balanced"
Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",non vegetarian,10,40,spicy,main course,west bengal,east,5,50,4.2,medium,"['coconut milk', 'lobster', 'fresh green chilli', 'ginger', 'red onion']","chingri malai curry coconut milk, lobster, fresh green chilli, ginger, red onion west bengal spicy"
Goja,"Baking soda, clarified butter, oil, all purpose flour",vegetarian,20,60,sweet,dessert,west bengal,east,4,80,5.3,slow,"['baking soda', 'clarified butter', 'oil', 'all purpose flour']","goja baking soda, clarified butter, oil, all purpose flour west bengal sweet"
Hando Guri,"Jaggery, raisins",vegetarian,10,30,sweet,dessert,assam,north east,2,40,2.7,medium,"['jaggery', 'raisins']","hando guri jaggery, raisins assam sweet"
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,spicy,main course,assam,north east,5,60,4.7,slow,"['lamb', 'garam masala powder', 'curd', 'turmeric', 'bay leaf']","haq maas lamb, garam masala powder, curd, turmeric, bay leaf assam spicy"
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",non vegetarian,15,30,balanced,main course,west bengal,east,5,45,3.9,medium,"['coconut', 'prawns', 'curd', 'mustard seed', 'green chili']","chingri bhape coconut, prawns, curd, mustard seed, green chili west bengal balanced"
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,10,30,spicy,main course,west bengal,east,5,40,3.7,medium,"['fish fillet', 'besan', 'lemon', 'mint', 'ginger']","kabiraji fish fillet, besan, lemon, mint, ginger west bengal spicy"
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,10,30,spicy,main course,assam,north east,5,40,3.7,medium,"['fermented bamboo shoot', 'potato', 'ginger', 'green', 'mustard oil']","khorisa fermented bamboo shoot, potato, ginger, green, mustard oil assam spicy"
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,10,30,spicy,main course,assam,north east,5,40,3.7,medium,"['banana flower', 'chicken', 'green chili', 'mustard oil', 'lemon juice']","koldil chicken banana flower, chicken, green chili, mustard oil, lemon juice assam spicy"
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,10,30,spicy,main course,assam,north east,5,40,3.7,medium,"['aloo', 'tomatoes', 'mustard oil', 'bay leaf', 'cinnamon stick']","konir dom aloo, tomatoes, mustard oil, bay leaf, cinnamon stick assam spicy"
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,10,30,spicy,main course,assam,north east,6,40,4,medium,"['rice flour', 'mutton', 'banana', 'gram flour', 'olive oil', 'baking powder']","koldil duck rice flour, mutton, banana, gram flour, olive oil, baking powder assam spicy"
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,10,30,spicy,main course,assam,north east,5,40,3.7,medium,"['fish roe', 'pumpkin flowers', 'mustard oil', 'turmeric', 'tomato']","masor koni fish roe, pumpkin flowers, mustard oil, turmeric, tomato assam spicy"
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,10,30,sweet,main course,west bengal,east,5,40,3.7,medium,"['chana dal', 'fresh coconut', 'ginger', 'cinnamon', 'raisins']","mishti chholar dal chana dal, fresh coconut, ginger, cinnamon, raisins west bengal sweet"
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,10,30,balanced,main course,odisha,east,4,40,3.3,medium,"['curd', 'cooked rice', 'curry leaves', 'dry chilli']","pakhala curd, cooked rice, curry leaves, dry chilli odisha balanced"
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,10,20,balanced,main course,assam,north east,4,30,2.8,medium,"['tea leaves', 'white sesame seeds', 'dry coconut', 'soaked rice']","pani pitha tea leaves, white sesame seeds, dry coconut, soaked rice assam balanced"
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,10,30,sweet,dessert,assam,north east,5,40,3.7,medium,"['basmati rice', 'rose water', 'sugar', 'clarified butter', 'cardamom pods']","payokh basmati rice, rose water, sugar, clarified butter, cardamom pods assam sweet"
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,15,50,spicy,main course,west bengal,east,5,65,4.9,slow,"['coconut milk', 'prawns', 'garlic', 'turmeric', 'sugar']","prawn malai curry coconut milk, prawns, garlic, turmeric, sugar west bengal spicy"
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",vegetarian,10,30,balanced,main course,pan-india,multi-regional,5,40,3.7,medium,"['red pepper', 'red onion', 'butter', 'watercress', 'olive oil']","red rice red pepper, red onion, butter, watercress, olive oil pan-india balanced"
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,10,20,spicy,main course,west bengal,east,5,30,3.2,medium,"['green beans', 'bitter gourd', 'ridge gourd', 'banana', 'brinjal']","shukto green beans, bitter gourd, ridge gourd, banana, brinjal west bengal spicy"
Til Pitha,"Glutinous rice, black sesame seeds, gur",vegetarian,5,30,sweet,dessert,assam,north east,3,35,2.8,medium,"['glutinous rice', 'black sesame seeds', 'gur']","til pitha glutinous rice, black sesame seeds, gur assam sweet"
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,20,60,sweet,dessert,goa,west,4,80,5.3,slow,"['coconut milk', 'egg yolks', 'clarified butter', 'all purpose flour']","bebinca coconut milk, egg yolks, clarified butter, all purpose flour goa sweet"
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,10,30,sweet,dessert,jammu  kashmir,north,5,40,3.7,medium,"['cottage cheese', 'dry dates', 'dried rose petals', 'pistachio', 'badam']","shufta cottage cheese, dry dates, dried rose petals, pistachio, badam jammu  kashmir sweet"
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,20,45,sweet,dessert,madhya pradesh,central,4,65,4.6,slow,"['milk powder', 'dry fruits', 'arrowroot powder', 'all purpose flour']","mawa bati milk powder, dry fruits, arrowroot powder, all purpose flour madhya pradesh sweet"
Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",vegetarian,10,30,sweet,dessert,goa,west,5,40,3.7,medium,"['brown rice', 'fennel seeds', 'grated coconut', 'black pepper', 'ginger powder']","pinaca brown rice, fennel seeds, grated coconut, black pepper, ginger powder goa sweet"
